dt, x, y
348000, 1.89037e+06, 4.498e+09, 
349000, 1.8958e+06, 4.498e+09, 
350000, 1.90124e+06, 4.498e+09, 
351000, 1.90667e+06, 4.498e+09, 
352000, 1.9121e+06, 4.498e+09, 
353000, 1.91753e+06, 4.498e+09, 
354000, 1.92297e+06, 4.498e+09, 
355000, 1.9284e+06, 4.498e+09, 
356000, 1.93383e+06, 4.498e+09, 
357000, 1.93926e+06, 4.498e+09, 
358000, 1.94469e+06, 4.498e+09, 
359000, 1.95013e+06, 4.498e+09, 
360000, 1.95556e+06, 4.498e+09, 
361000, 1.96099e+06, 4.498e+09, 
362000, 1.96642e+06, 4.498e+09, 
363000, 1.97185e+06, 4.498e+09, 
364000, 1.97729e+06, 4.498e+09, 
365000, 1.98272e+06, 4.498e+09, 
366000, 1.98815e+06, 4.498e+09, 
367000, 1.99358e+06, 4.498e+09, 
368000, 1.99901e+06, 4.498e+09, 
369000, 2.00445e+06, 4.498e+09, 
370000, 2.00988e+06, 4.498e+09, 
371000, 2.01531e+06, 4.498e+09, 
372000, 2.02074e+06, 4.498e+09, 
373000, 2.02618e+06, 4.498e+09, 
374000, 2.03161e+06, 4.498e+09, 
375000, 2.03704e+06, 4.498e+09, 
376000, 2.04247e+06, 4.498e+09, 
377000, 2.0479e+06, 4.498e+09, 
378000, 2.05334e+06, 4.498e+09, 
379000, 2.05877e+06, 4.498e+09, 
380000, 2.0642e+06, 4.498e+09, 
381000, 2.06963e+06, 4.498e+09, 
382000, 2.07506e+06, 4.498e+09, 
383000, 2.0805e+06, 4.498e+09, 
384000, 2.08593e+06, 4.498e+09, 
385000, 2.09136e+06, 4.498e+09, 
386000, 2.09679e+06, 4.498e+09, 
387000, 2.10222e+06, 4.498e+09, 
388000, 2.10766e+06, 4.498e+09, 
389000, 2.11309e+06, 4.498e+09, 
390000, 2.11852e+06, 4.498e+09, 
391000, 2.12395e+06, 4.498e+09, 
392000, 2.12939e+06, 4.498e+09, 
393000, 2.13482e+06, 4.498e+09, 
394000, 2.14025e+06, 4.498e+09, 
395000, 2.14568e+06, 4.498e+09, 
396000, 2.15111e+06, 4.498e+09, 
397000, 2.15655e+06, 4.498e+09, 
398000, 2.16198e+06, 4.498e+09, 
399000, 2.16741e+06, 4.498e+09, 
400000, 2.17284e+06, 4.498e+09, 
401000, 2.17827e+06, 4.498e+09, 
402000, 2.18371e+06, 4.498e+09, 
403000, 2.18914e+06, 4.498e+09, 
404000, 2.19457e+06, 4.498e+09, 
405000, 2.2e+06, 4.498e+09, 
406000, 2.20543e+06, 4.498e+09, 
407000, 2.21087e+06, 4.498e+09, 
408000, 2.2163e+06, 4.498e+09, 
409000, 2.22173e+06, 4.498e+09, 
410000, 2.22716e+06, 4.498e+09, 
411000, 2.2326e+06, 4.498e+09, 
412000, 2.23803e+06, 4.498e+09, 
413000, 2.24346e+06, 4.498e+09, 
414000, 2.24889e+06, 4.498e+09, 
415000, 2.25432e+06, 4.498e+09, 
416000, 2.25976e+06, 4.498e+09, 
417000, 2.26519e+06, 4.498e+09, 
418000, 2.27062e+06, 4.498e+09, 
419000, 2.27605e+06, 4.498e+09, 
420000, 2.28148e+06, 4.498e+09, 
421000, 2.28692e+06, 4.498e+09, 
422000, 2.29235e+06, 4.498e+09, 
423000, 2.29778e+06, 4.498e+09, 
424000, 2.30321e+06, 4.498e+09, 
425000, 2.30864e+06, 4.498e+09, 
426000, 2.31408e+06, 4.498e+09, 
427000, 2.31951e+06, 4.498e+09, 
428000, 2.32494e+06, 4.498e+09, 
429000, 2.33037e+06, 4.498e+09, 
430000, 2.33581e+06, 4.498e+09, 
431000, 2.34124e+06, 4.498e+09, 
432000, 2.34667e+06, 4.498e+09, 
433000, 2.3521e+06, 4.498e+09, 
434000, 2.35753e+06, 4.498e+09, 
435000, 2.36297e+06, 4.498e+09, 
436000, 2.3684e+06, 4.498e+09, 
437000, 2.37383e+06, 4.498e+09, 
438000, 2.37926e+06, 4.498e+09, 
439000, 2.38469e+06, 4.498e+09, 
440000, 2.39013e+06, 4.498e+09, 
441000, 2.39556e+06, 4.498e+09, 
442000, 2.40099e+06, 4.498e+09, 
443000, 2.40642e+06, 4.498e+09, 
444000, 2.41185e+06, 4.498e+09, 
445000, 2.41729e+06, 4.498e+09, 
446000, 2.42272e+06, 4.498e+09, 
447000, 2.42815e+06, 4.498e+09, 
448000, 2.43358e+06, 4.498e+09, 
449000, 2.43902e+06, 4.498e+09, 
450000, 2.44445e+06, 4.498e+09, 
451000, 2.44988e+06, 4.498e+09, 
452000, 2.45531e+06, 4.498e+09, 
453000, 2.46074e+06, 4.498e+09, 
454000, 2.46618e+06, 4.498e+09, 
455000, 2.47161e+06, 4.498e+09, 
456000, 2.47704e+06, 4.498e+09, 
457000, 2.48247e+06, 4.498e+09, 
458000, 2.4879e+06, 4.498e+09, 
459000, 2.49334e+06, 4.498e+09, 
460000, 2.49877e+06, 4.498e+09, 
461000, 2.5042e+06, 4.498e+09, 
462000, 2.50963e+06, 4.498e+09, 
463000, 2.51506e+06, 4.498e+09, 
464000, 2.5205e+06, 4.498e+09, 
465000, 2.52593e+06, 4.498e+09, 
466000, 2.53136e+06, 4.498e+09, 
467000, 2.53679e+06, 4.498e+09, 
468000, 2.54223e+06, 4.498e+09, 
469000, 2.54766e+06, 4.498e+09, 
470000, 2.55309e+06, 4.498e+09, 
471000, 2.55852e+06, 4.498e+09, 
472000, 2.56395e+06, 4.498e+09, 
473000, 2.56939e+06, 4.498e+09, 
474000, 2.57482e+06, 4.498e+09, 
475000, 2.58025e+06, 4.498e+09, 
476000, 2.58568e+06, 4.498e+09, 
477000, 2.59111e+06, 4.498e+09, 
478000, 2.59655e+06, 4.498e+09, 
479000, 2.60198e+06, 4.498e+09, 
480000, 2.60741e+06, 4.498e+09, 
481000, 2.61284e+06, 4.498e+09, 
482000, 2.61827e+06, 4.498e+09, 
483000, 2.62371e+06, 4.498e+09, 
484000, 2.62914e+06, 4.498e+09, 
485000, 2.63457e+06, 4.498e+09, 
486000, 2.64e+06, 4.498e+09, 
487000, 2.64544e+06, 4.498e+09, 
488000, 2.65087e+06, 4.498e+09, 
